# timestamp tx ty tz qx qy qz qw
1.520530309249583483e+09 4.977921489626169205e-03 -2.336708456277847290e-02 -2.470037434250116348e-03 1.133590625965061154e-02 -1.334373320199946922e-02 -3.487597302483099598e-03 9.998406266393469188e-01
1.520530309299585581e+09 6.813164334744215012e-03 -2.277597039937973022e-02 -1.608248101547360420e-03 1.157917953122388974e-02 -1.599478824298387197e-02 -3.482406078463844753e-03 9.997989608908135484e-01
1.520530309349586487e+09 8.241144940257072449e-03 -1.279082056134939194e-02 1.157950703054666519e-02 1.403012742041611499e-02 -1.803537477718999971e-02 -1.764527242491551254e-03 9.997373491196692719e-01
1.520530309399588585e+09 8.840082213282585144e-03 -1.188921369612216949e-02 1.177871786057949066e-02 1.591599482371961610e-02 -1.857782453099774550e-02 6.661215179961903080e-04 9.997005060649865049e-01
1.520530309449590683e+09 9.066003374755382538e-03 -1.027053128927946091e-02 1.118379458785057068e-02 1.852137537837398110e-02 -1.725882983199062554e-02 2.703449139147958910e-03 9.996758388646171944e-01
1.520530309499591589e+09 9.190034121274948120e-03 -8.162057027220726013e-03 1.223809365183115005e-02 2.121629764866743775e-02 -1.535683320676928601e-02 3.869293280660763071e-03 9.996494710434508102e-01
1.520530309549593687e+09 9.230734780430793762e-03 -5.461256951093673706e-03 1.414502318948507309e-02 2.190789775820862345e-02 -1.526824727195458947e-02 5.241866731204079463e-03 9.996296551594648916e-01
1.520530309599596977e+09 1.115581765770912170e-02 -4.546889569610357285e-03 1.413220725953578949e-02 2.095592255005008023e-02 -1.703604383636949521e-02 5.635778510261579659e-03 9.996193578162962945e-01
1.520530309649599075e+09 1.345603540539741516e-02 -3.911483567208051682e-03 1.404790859669446945e-02 2.060896719176392652e-02 -1.768811793992939446e-02 5.983171525175896496e-03 9.996132265098998104e-01
1.520530309699599981e+09 1.588153280317783356e-02 -2.560551743954420090e-03 1.488214451819658279e-02 2.189267561397506209e-02 -1.664890682202511268e-02 7.980141600646735098e-03 9.995898368811712009e-01
1.520530309749601841e+09 1.524728257209062576e-02 -2.250173201900906861e-05 1.785449497401714325e-02 2.359483904055302561e-02 -1.504856411968888419e-02 9.499366210844358005e-03 9.995631977669937607e-01
1.520530309799602985e+09 1.672684401273727417e-02 1.107024028897285461e-03 1.960003562271595001e-02 2.393449914159387348e-02 -1.457949285172082353e-02 1.114775931900538648e-02 9.995450493105317857e-01
1.520530309849604845e+09 1.641838438808917999e-02 2.223011339083313942e-03 2.233481407165527344e-02 2.376512832877599249e-02 -1.337325480694652284e-02 1.246543142617180348e-02 9.995503928020561535e-01
1.520530309899606228e+09 1.748822815716266632e-02 2.215173793956637383e-03 2.264846302568912506e-02 2.290957098844433396e-02 -1.129326528523707032e-02 1.343245554410550657e-02 9.995835046930188206e-01
1.520530309949608088e+09 1.520077977329492569e-02 2.688682172447443008e-03 2.310830354690551758e-02 2.196339876418650777e-02 -9.568026228606805669e-03 1.489552659771567825e-02 9.996020134414449476e-01
1.520530309999621868e+09 1.279173046350479126e-02 3.166389651596546173e-03 2.279032953083515167e-02 2.090734136805113760e-02 -7.995291205433980447e-03 1.500504666810519028e-02 9.996368375414884655e-01
1.520530310049623251e+09 9.722596965730190277e-03 2.597757149487733841e-03 2.218451537191867828e-02 1.926929501749474402e-02 -6.962158710242527526e-03 1.501730921105598818e-02 9.996772994520189970e-01
1.520530310099625111e+09 7.748863659799098969e-03 2.359411213546991348e-03 2.257991209626197815e-02 1.778509397621672733e-02 -5.981848804662712876e-03 1.451532671661116304e-02 9.997185670014564485e-01
1.520530310149627209e+09 5.442318040877580643e-03 1.301393960602581501e-03 2.156891673803329468e-02 1.664123451425610425e-02 -5.472518350822535953e-03 1.542751168585122790e-02 9.997275192470818084e-01
1.520530310199628115e+09 2.745245583355426788e-03 1.444644760340452194e-03 2.217382378876209259e-02 1.742111938224134501e-02 -4.899617415923259583e-03 1.763706701605338018e-02 9.996806651204767080e-01
1.520530310249729156e+09 2.671737922355532646e-03 1.584941288456320763e-03 2.155899256467819214e-02 1.952430526962143850e-02 -4.583500606054888467e-03 1.908202019681574588e-02 9.996167613296313981e-01
1.520530310299631119e+09 2.594928955659270287e-03 2.268174896016716957e-03 2.140275947749614716e-02 2.259744585674041198e-02 -4.820914687101937775e-03 2.098850051149978024e-02 9.995126797938134189e-01
1.520530310349633217e+09 3.358143148943781853e-03 3.023886121809482574e-03 2.202741615474224091e-02 2.580824488532530020e-02 -4.836765107018412176e-03 2.236908855452087244e-02 9.994049049691914322e-01
1.520530310399624825e+09 3.939059562981128693e-03 3.491137642413377762e-03 2.241555973887443542e-02 2.731992239780994466e-02 -4.396764457659092101e-03 2.269776484390283872e-02 9.993593456677996034e-01
1.520530310449626684e+09 4.096227698028087616e-03 3.799362108111381531e-03 2.273494563996791840e-02 2.687131497778101966e-02 -3.430069276504283879e-03 2.263968340417720979e-02 9.993766115891855595e-01
1.520530310499627829e+09 4.935761913657188416e-03 3.753928933292627335e-03 2.347972989082336426e-02 2.561709792301747335e-02 -2.875786915602830500e-03 2.241099208439864196e-02 9.994164505237100871e-01
1.520530310549629688e+09 5.527534522116184235e-03 3.396947169676423073e-03 2.320818230509757996e-02 2.446898147768050702e-02 -2.245942028383803024e-03 2.198472332653347849e-02 9.994563005104855069e-01
1.520530310599631786e+09 6.484355777502059937e-03 3.151279874145984650e-03 2.223201096057891846e-02 2.389775372811472204e-02 -2.261518937985911720e-03 2.170038195995574806e-02 9.994763010305125484e-01
1.520530310649632931e+09 7.080516777932643890e-03 2.626861445605754852e-03 2.118584327399730682e-02 2.449831094776852916e-02 -2.052309618418957093e-03 2.212989811853277589e-02 9.994527944806597120e-01
1.520530310699634790e+09 7.423240225762128830e-03 2.391242887824773788e-03 2.042449451982975006e-02 2.587903297207461498e-02 -1.402361570150748417e-03 2.273695012695207615e-02 9.994054933476108626e-01
1.520530310749635696e+09 6.648296490311622620e-03 1.153679913841187954e-03 1.783357933163642883e-02 2.731062960676758009e-02 -4.973396541503641560e-04 2.343536879772008946e-02 9.993521229541992845e-01
1.520530310799650908e+09 3.596774768084287643e-03 9.239129140041768551e-04 1.869285665452480316e-02 2.940418172342507130e-02 -6.148351184848997253e-04 2.407419659965438774e-02 9.992774635370469394e-01
1.520530310849652052e+09 2.524135401472449303e-03 5.918844835832715034e-04 1.913324557244777679e-02 3.029966429975780237e-02 -1.763127796221134564e-03 2.432455592427527555e-02 9.992432825407350228e-01
1.520530310899653912e+09 1.863877987489104271e-03 -1.179281171062029898e-04 2.024392783641815186e-02 3.021155564396344612e-02 -3.047610526259133569e-03 2.398144183446574568e-02 9.992511518248011759e-01
1.520530310949655056e+09 4.354931006673723459e-04 -7.841405458748340607e-04 1.992617920041084290e-02 2.972637027338730781e-02 -3.045717395339363111e-03 2.271392500505204845e-02 9.992953237791029064e-01
1.520530310999657154e+09 -1.376522937789559364e-03 -1.689660130068659782e-03 1.946964487433433533e-02 2.868620930348421763e-02 -1.346830687503595535e-03 2.191002388296237405e-02 9.993474062088437693e-01
1.520530311049659014e+09 -4.227899946272373199e-03 -3.138826228678226471e-03 2.035375870764255524e-02 2.783480651489110558e-02 6.610568361843303627e-04 2.176499919581284526e-02 9.993753405803768031e-01
1.520530311099660158e+09 -4.378763493150472641e-03 -4.266032483428716660e-03 1.971608027815818787e-02 2.849026744267274536e-02 1.167149312805098151e-03 2.183750482292614800e-02 9.993548247777840343e-01
1.520530311149662018e+09 -4.763390868902206421e-03 -4.441532306373119354e-03 1.873333379626274109e-02 3.193349361794183688e-02 -1.508213594859815216e-04 2.331656009823543374e-02 9.992179778524082900e-01
1.520530311199671984e+09 -4.399539437144994736e-03 -4.210225306451320648e-03 1.787615753710269928e-02 3.815417839932232907e-02 -2.063948981037044914e-03 2.551578922734323157e-02 9.989439139838542925e-01
1.520530311249673128e+09 -3.764374647289514542e-03 -4.551957361400127411e-03 1.622653752565383911e-02 4.443271586910746418e-02 -3.693335021318855382e-03 2.745981550068070376e-02 9.986280847090091006e-01
1.520530311299674988e+09 -3.914325032383203506e-03 -5.003559868782758713e-03 1.569618843495845795e-02 4.807569451363485208e-02 -3.486517345524080009e-03 2.776253405227204624e-02 9.984517081445789533e-01
1.520530311349676847e+09 -4.248477052897214890e-03 -5.873479880392551422e-03 1.515588443726301193e-02 4.778352047605097241e-02 -3.003801243169972827e-03 2.667087131095624911e-02 9.984970590705415372e-01
1.520530311399677992e+09 -4.625186789780855179e-03 -6.458515301346778870e-03 1.493842806667089462e-02 4.444081592146888193e-02 -3.395286998072468386e-03 2.514281430414289781e-02 9.986898040909911733e-01
1.520530311449678898e+09 -5.287258885800838470e-03 -7.373917382210493088e-03 1.504231989383697510e-02 3.912215561927441521e-02 -4.719240914302279266e-03 2.403520906519085801e-02 9.989341792280845844e-01
1.520530311499683857e+09 -4.769712220877408981e-03 -7.772347889840602875e-03 1.633212156593799591e-02 3.524303461538787902e-02 -5.537220782240003490e-03 2.305957691507490998e-02 9.990973544202812473e-01
1.520530311549683094e+09 -5.075214430689811707e-03 -8.240231312811374664e-03 1.668780297040939331e-02 3.498378613620453659e-02 -5.012831894317838245e-03 2.246085641146963741e-02 9.991228734010841883e-01
1.520530311599684000e+09 -5.382365547120571136e-03 -8.760470896959304810e-03 1.624168828129768372e-02 3.692473404393156744e-02 -4.496159416343756786e-03 2.303399662744005580e-02 9.990424333158501868e-01
1.520530311649719238e+09 -5.743038374930620193e-03 -9.195096790790557861e-03 1.582514494657516479e-02 3.949639396240346711e-02 -4.443688118483363203e-03 2.358604116566613215e-02 9.989314226522278961e-01
1.520530311699720383e+09 -5.702942609786987305e-03 -9.640152566134929657e-03 1.560361776500940323e-02 4.140897915547746971e-02 -4.647105598656276794e-03 2.389061651995192173e-02 9.988458035638697607e-01
1.520530311749722242e+09 -5.060316994786262512e-03 -9.946701116859912872e-03 1.527131441980600357e-02 4.120298427036476335e-02 -5.349748705601927237e-03 2.407906735209834267e-02 9.988462808618031596e-01
1.520530311799723148e+09 -4.945799242705106735e-03 -9.659171104431152344e-03 1.476694736629724503e-02 3.913051428701583290e-02 -5.840799463278646166e-03 2.388468445069324986e-02 9.989315340712566771e-01
1.520530311849725246e+09 -4.690910689532756805e-03 -9.901334531605243683e-03 1.502534653991460800e-02 3.650183223302109342e-02 -6.321766401042334255e-03 2.358992393043917932e-02 9.990351180024450439e-01
1.520530311899726152e+09 -4.531203769147396088e-03 -9.957806207239627838e-03 1.522604376077651978e-02 3.497481212937587208e-02 -6.429937423276692494e-03 2.358353048158020465e-02 9.990892029800300111e-01
1.520530311949728251e+09 -4.352444317191839218e-03 -1.019003987312316895e-02 1.601628772914409637e-02 3.462951066574589815e-02 -5.737519506145582864e-03 2.335471158387374471e-02 9.991108223354411288e-01
1.520530311999729156e+09 -3.863260615617036819e-03 -1.054089330136775970e-02 1.610089465975761414e-02 3.383042079981311845e-02 -5.073562879589163868e-03 2.361763866586114036e-02 9.991356107816712351e-01
1.520530312049720764e+09 -4.193329717963933945e-03 -1.090790238231420517e-02 1.593445613980293274e-02 3.288776424270881127e-02 -4.568164698009294020e-03 2.314105441379108938e-02 9.991806735696132646e-01
1.520530312099721670e+09 -3.845042316243052483e-03 -1.108739990741014481e-02 1.738469302654266357e-02 3.208702429608684820e-02 -5.005360580169041645e-03 2.302660792692594327e-02 9.992072580624424827e-01
1.520530312149723530e+09 -3.493746509775519371e-03 -1.094899978488683701e-02 1.824114844202995300e-02 3.101503466436249593e-02 -5.669828611078502056e-03 2.246996804395351086e-02 9.992502295243135269e-01
1.520530312199725628e+09 -3.755225334316492081e-03 -1.135985553264617920e-02 1.899454928934574127e-02 2.988543462145097293e-02 -5.757908172002410528e-03 2.195911605384699705e-02 9.992955040993145577e-01
1.520530312249726534e+09 -4.135961644351482391e-03 -1.137972809374332428e-02 1.854196749627590179e-02 2.869047975645283924e-02 -5.481850367453004573e-03 2.197836530384787365e-02 9.993316552308668665e-01
1.520530312299728394e+09 -4.712455440312623978e-03 -1.157076284289360046e-02 1.758711412549018860e-02 2.808351641630561085e-02 -4.699333592899051018e-03 2.176619331298421806e-02 9.993575262127861736e-01
1.520530312349729538e+09 -4.899450112134218216e-03 -1.113474369049072266e-02 1.622162014245986938e-02 2.820201079025220006e-02 -3.979393813250289499e-03 2.131338639436427748e-02 9.993670749893005523e-01
1.520530312399731636e+09 -4.811690188944339752e-03 -1.147795375436544418e-02 1.607950404286384583e-02 2.877877883402446199e-02 -3.564047218746201149e-03 2.068231525458660500e-02 9.993654593250432816e-01
1.520530312449712276e+09 -5.081393290311098099e-03 -1.130107138305902481e-02 1.625889167189598083e-02 2.953638028278550431e-02 -4.045254402810842705e-03 1.972170660730503816e-02 9.993609420250035846e-01
1.520530312499714136e+09 -5.578969139605760574e-03 -1.148877292871475220e-02 1.648939587175846100e-02 3.033301840330630481e-02 -5.256311118596778721e-03 1.930416591760006351e-02 9.993395961164527330e-01
1.520530312549715281e+09 -5.508635193109512329e-03 -1.125888340175151825e-02 1.589790917932987213e-02 3.043065668731287712e-02 -6.020225366533583575e-03 1.893894492063133775e-02 9.993393059343799179e-01
1.520530312599717140e+09 -4.834305495023727417e-03 -1.137212570756673813e-02 1.642075926065444946e-02 3.004278783923193877e-02 -6.748076023435228138e-03 1.842681680342381223e-02 9.993559660057680372e-01
1.520530312649719238e+09 -4.450685344636440277e-03 -1.132439263164997101e-02 1.758828572928905487e-02 2.918940957987707988e-02 -7.646282618537341043e-03 1.824750441784386834e-02 9.993780772625625586e-01
1.520530312699720383e+09 -3.993439953774213791e-03 -1.065880246460437775e-02 1.793536357581615448e-02 2.778543754597804019e-02 -8.118536816860056141e-03 1.858615961287514093e-02 9.994081315914818964e-01
1.520530312749722242e+09 -3.733027959242463112e-03 -9.945619851350784302e-03 1.833775080740451813e-02 2.693193983766921026e-02 -7.764640319299005375e-03 1.903002722651088441e-02 9.994259547565543800e-01
1.520530312799724102e+09 -2.573734614998102188e-03 -9.059926494956016541e-03 1.856309548020362854e-02 2.696211980389841972e-02 -7.309366872437826276e-03 1.945490555974672964e-02 9.994203939790631264e-01
1.520530312849719763e+09 -2.103068400174379349e-03 -8.405210450291633606e-03 1.852332986891269684e-02 2.785395311833461368e-02 -6.524718954696476052e-03 2.005937217465227074e-02 9.993894170573363045e-01
1.520530312899721622e+09 -1.657184795476496220e-03 -7.793914526700973511e-03 1.864875666797161102e-02 2.964981077372981846e-02 -5.633898527614830329e-03 2.106247649526700114e-02 9.993225305137219960e-01
1.520530312949723482e+09 9.194642916554585099e-05 -6.955963559448719025e-03 1.848149858415126801e-02 3.192609393491906145e-02 -5.220996427997746069e-03 2.261894831461377237e-02 9.992206207337288593e-01
1.520530312999724627e+09 1.627175835892558098e-03 -6.775100249797105789e-03 1.903004944324493408e-02 3.357729985097503839e-02 -4.365932563586270854e-03 2.408125942285347862e-02 9.991364253755226077e-01
1.520530313049725533e+09 2.770869294181466103e-03 -6.945875473320484161e-03 1.949114352464675903e-02 3.346365207921964818e-02 -3.582927746503942936e-03 2.573664029447988305e-02 9.991020828547183541e-01
1.520530313099727392e+09 3.429193980991840363e-03 -6.895545404404401779e-03 1.910493336617946625e-02 3.220992805683250276e-02 -1.695941381362837432e-03 2.642150325687208159e-02 9.991303961360858965e-01
1.520530313149728537e+09 4.982967395335435867e-03 -6.621627602726221085e-03 1.821573264896869659e-02 3.045817274532910263e-02 7.044652002473497741e-04 2.561610002606242581e-02 9.992074953988546726e-01
1.520530313199730635e+09 7.104984018951654434e-03 -6.200319156050682068e-03 1.854673214256763458e-02 2.884114588860028569e-02 1.326360912322323542e-03 2.583633804628393538e-02 9.992491744839826495e-01
1.520530313249735832e+09 9.371460415422916412e-03 -5.560089368373155594e-03 1.920446194708347321e-02 2.797541020023457115e-02 5.999052659381669652e-04 2.691998144283012928e-02 9.992458812208925290e-01
1.520530313299737692e+09 1.136429794132709503e-02 -4.865222144871950150e-03 1.982128620147705078e-02 2.827846925396129696e-02 -8.908519273930359404e-05 2.826954532129918179e-02 9.992002567292544990e-01
1.520530313349738836e+09 1.368808932602405548e-02 -4.404550883919000626e-03 2.003297954797744751e-02 2.901829531006796387e-02 3.157426477603806942e-04 2.904931021378646602e-02 9.991566325756844336e-01
1.520530313399789810e+09 1.523323636502027512e-02 -3.848735010251402855e-03 1.964098587632179260e-02 2.954004190732092278e-02 1.020600853894028815e-03 2.952316448043328101e-02 9.991269824487136741e-01
1.520530313449742794e+09 1.774849928915500641e-02 -3.351712133735418320e-03 1.916204951703548431e-02 2.934745870618425331e-02 8.521372217771553325e-04 3.006921688825272415e-02 9.991165311040406394e-01
1.520530313499743938e+09 1.961261406540870667e-02 -3.573692636564373970e-03 1.931899040937423706e-02 2.893856635979441538e-02 9.738439971210585255e-04 3.054007792218520895e-02 9.991140648821913439e-01
1.520530313549745798e+09 2.231923490762710571e-02 -3.812515875324606895e-03 1.923220790922641754e-02 2.870496631444484706e-02 1.356036819037222943e-03 3.035556042977357802e-02 9.991259810574570910e-01
1.520530313599746943e+09 2.499492093920707703e-02 -3.857830073684453964e-03 1.908631063997745514e-02 2.861658868886484547e-02 1.622712363191078019e-03 3.072446784508963552e-02 9.991168423823285627e-01
1.520530313649744987e+09 2.805972471833229065e-02 -3.630189225077629089e-03 1.829712465405464172e-02 2.862828315590026582e-02 2.084153499166910110e-03 3.107856466881389265e-02 9.991046994814225535e-01
1.520530313699746132e+09 3.098601661622524261e-02 -3.577756695449352264e-03 1.744749024510383606e-02 2.936347517603019042e-02 2.063808690236649829e-03 3.201373605042488746e-02 9.990538762866447708e-01
1.520530313749747992e+09 3.435846045613288879e-02 -4.059795755892992020e-03 1.740499399602413177e-02 3.050030585622191814e-02 2.259518816129777764e-03 3.252696051500305469e-02 9.990028141887549173e-01
1.520530313799750090e+09 3.828357160091400146e-02 -4.489212762564420700e-03 1.695476844906806946e-02 3.092899903150235150e-02 2.413284952838722769e-03 3.285104392496842468e-02 9.989786694357821739e-01
1.520530313849751234e+09 4.269129410386085510e-02 -5.542339757084846497e-03 1.637339219450950623e-02 3.043801741865115318e-02 3.248325583062094089e-03 3.259455819267809140e-02 9.989997849112642880e-01
1.520530313899753094e+09 4.884631931781768799e-02 -6.829479243606328964e-03 1.700614579021930695e-02 2.903061474330499020e-02 3.790837618496287198e-03 3.184850434886220272e-02 9.990638246521170718e-01
1.520530313949754238e+09 5.500093102455139160e-02 -8.142216131091117859e-03 1.730098761618137360e-02 2.726369750591454283e-02 4.465770020462089471e-03 3.094331019370578570e-02 9.991392591879704188e-01
1.520530313999756098e+09 6.213172152638435364e-02 -9.587625041604042053e-03 1.748717390000820160e-02 2.586707876242556881e-02 5.234122804517553178e-03 3.061900138193156609e-02 9.991826534468756238e-01
1.520530314049757004e+09 6.987930834293365479e-02 -1.124048698693513870e-02 1.853691786527633667e-02 2.581761649098641628e-02 6.412387038188229783e-03 3.207258207085317975e-02 9.991314635474679573e-01
1.520530314099762678e+09 7.844810932874679565e-02 -1.265028305351734161e-02 1.917361840605735779e-02 2.656279625301623953e-02 7.782810642089478190e-03 3.424684991738113221e-02 9.990300290704310360e-01
1.520530314149764776e+09 8.805359899997711182e-02 -1.114787161350250244e-02 1.721865125000476837e-02 2.728054344875133555e-02 9.856329720177517059e-03 3.662418384345567102e-02 9.989080507591219238e-01
1.520530314199765921e+09 9.894870221614837646e-02 -1.193377654999494553e-02 1.727321930229663849e-02 2.765018528315772023e-02 1.110142408826150610e-02 4.016775418671419268e-02 9.987486055863183942e-01
1.520530314249767780e+09 1.115630567073822021e-01 -1.355155464261770248e-02 1.791830919682979584e-02 2.778991420075731938e-02 1.188893769104144328e-02 4.401355113268531211e-02 9.985735732263215647e-01
1.520530314299768925e+09 1.257925629615783691e-01 -1.530966535210609436e-02 1.721660979092121124e-02 2.741263606530526184e-02 1.231221010197237203e-02 4.724756604102080260e-02 9.984310814320411787e-01
1.520530314349770784e+09 1.415615826845169067e-01 -1.714778691530227661e-02 1.769073680043220520e-02 2.672297759367353240e-02 1.269414125423158624e-02 5.026835721207152663e-02 9.982974674462242737e-01
1.520530314399772882e+09 1.591517031192779541e-01 -1.897644996643066406e-02 1.811773329973220825e-02 2.689527522959161976e-02 1.230255881885588924e-02 5.445211731000337146e-02 9.980782825697044336e-01
1.520530314449774027e+09 1.791284382343292236e-01 -2.228564769029617310e-02 1.992617920041084290e-02 2.881765873736846784e-02 1.093204859053662804e-02 5.911619112285959599e-02 9.977751794896665416e-01
1.520530314499774218e+09 2.009171545505523682e-01 -2.694816514849662781e-02 2.388197183609008789e-02 3.293929335273596687e-02 8.900921018136486243e-03 6.366875959366057047e-02 9.973876205419116570e-01
1.520530314549776554e+09 2.248228043317794800e-01 -3.378934413194656372e-02 3.092485293745994568e-02 3.812443692922075356e-02 6.898009887964936908e-03 6.960803006325114173e-02 9.968217829276849740e-01
1.520530314599777460e+09 2.508009374141693115e-01 -4.175814241170883179e-02 4.171918705105781555e-02 4.124706642155979291e-02 7.222762199185201945e-03 7.655900083087294195e-02 9.961853394873907419e-01
1.520530314649779320e+09 2.776000499725341797e-01 -5.185823142528533936e-02 5.694868043065071106e-02 4.250933797583032053e-02 8.222835726610601068e-03 8.409593648440021052e-02 9.955165566801393862e-01
1.520530314699780464e+09 3.047194778919219971e-01 -6.074910610914230347e-02 7.644198834896087646e-02 4.273555124929101501e-02 6.883664034484853617e-03 9.236977339830944322e-02 9.947834501997027123e-01
1.520530314749782324e+09 3.314047455787658691e-01 -6.862339377403259277e-02 9.809011965990066528e-02 4.340306238892210206e-02 2.661501953170490598e-03 1.007771105996237565e-01 9.939582810972540372e-01
1.520530314799787283e+09 3.573945462703704834e-01 -7.610093057155609131e-02 1.221665069460868835e-01 4.258258755346326641e-02 -1.857222643867536931e-03 1.094697945562584790e-01 9.930758470736830157e-01
1.520530314849784374e+09 3.807645142078399658e-01 -8.414630591869354248e-02 1.473474949598312378e-01 3.654244375934750239e-02 -5.645249247862259116e-03 1.177091992013978156e-01 9.923594738744575539e-01
1.520530314899810314e+09 4.019078612327575684e-01 -9.247006475925445557e-02 1.741173565387725830e-01 2.525324705845798795e-02 -9.211600608140269389e-03 1.243012825275881944e-01 9.918803411144094806e-01
1.520530314949812651e+09 4.207678139209747314e-01 -9.930355846881866455e-02 2.023163735866546631e-01 1.134300422190515772e-02 -1.472198782082479243e-02 1.295386855393277359e-01 9.914001857366018244e-01
1.520530314999919415e+09 4.361528158187866211e-01 -1.047854572534561157e-01 2.298063188791275024e-01 -1.164618970935978395e-03 -2.367046051996665734e-02 1.336537123797011672e-01 9.907446886703705768e-01
1.520530315049815416e+09 4.487374722957611084e-01 -1.103713288903236389e-01 2.576073706150054932e-01 -1.058330613408905128e-02 -3.038976562214357191e-02 1.365117213486040093e-01 9.901156526947468839e-01
1.520530315099816561e+09 4.596588611602783203e-01 -1.155669018626213074e-01 2.826939523220062256e-01 -1.682183875632593459e-02 -3.155722066730354963e-02 1.376321898801025900e-01 9.898376371271293550e-01
1.520530315149818420e+09 4.681971967220306396e-01 -1.198663935065269470e-01 3.017108440399169922e-01 -1.988484925780227910e-02 -3.058735139666480043e-02 1.381334533613381710e-01 9.897414590523135880e-01
1.520530315199819326e+09 4.733371436595916748e-01 -1.226713359355926514e-01 3.119025826454162598e-01 -2.174826226324322320e-02 -3.229325842609537256e-02 1.406158285079857351e-01 9.892984116644317760e-01
1.520530315249821424e+09 4.764184951782226562e-01 -1.260160058736801147e-01 3.130662739276885986e-01 -2.541293059857277839e-02 -3.429167895949504496e-02 1.413368204629881497e-01 9.890410339788456850e-01
